科目コード,部門コード,PJコード,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
3000,D01,PJ003,269128,355443,405056,905627,136083,422611,720520,174795,871713,772458,704227,113963
4000,D02,,912794,149961,666393,914586,226465,962018,886925,247711,254802,610569,830672,445703
4100,S01,PJ001,687066,415110,568608,609967,178276,471015,323501,598812,276345,132910,121270,860516
1000,S02,PJ002,187257,373438,827994,524997,619952,820802,456238,212794,914252,451733,752879,922503
2000,D01,PJ003,196097,605814,775288,381710,897055,682082,931294,374849,777048,282220,886282,970164
3000,D02,,302444,820458,954432,788119,720782,996719,783994,458629,414208,177469,328269,618641
4000,S01,PJ001,206507,589481,312690,350374,340489,282494,487970,276690,309921,691972,589239,668397
4100,S02,PJ002,644453,462427,574096,516349,335876,833363,312482,978003,831308,390167,995539,735785
1000,D01,PJ003,392796,951423,720299,827582,665864,933753,976567,699731,120931,253186,973647,606410
2000,D02,,329824,735389,120005,248405,219636,172236,853881,372670,176461,144681,406929,548356
3000,S01,PJ001,826203,840192,961777,949106,822373,984798,783055,336444,427077,708863,912405,442231
4000,S02,PJ002,613329,369866,401068,447875,620785,141646,336548,831330,193175,372684,455954,462194
4100,D01,PJ003,207076,954873,392985,709193,747360,463402,707279,208127,290522,949327,904775,729625
1000,D02,,548586,550300,537796,880381,706333,861627,558992,358160,310856,881954,623511,204962
2000,S01,PJ001,198711,401996,287673,773524,707620,492728,894324,167435,437530,962938,416990,308726
3000,S02,PJ002,107230,202605,905287,340410,916489,536332,893988,946164,503552,931450,951845,657635
4000,D01,PJ003,323473,240128,134858,995215,195953,460359,604508,194644,516675,329105,745531,993296
4100,D02,,230064,382454,500846,465399,283815,737511,753942,509347,463202,273473,360860,197571
1000,S01,PJ001,356059,584744,497057,652719,867994,686354,232100,811763,722052,777629,605804,100683
2000,S02,PJ002,599640,749880,695550,906254,812494,892404,474601,584842,125425,196814,717563,206008
3000,D01,PJ003,993540,461180,359794,724321,146990,587019,163485,955162,110456,419780,293332,787025
4000,D02,,209360,364672,721145,128590,703403,234826,159463,991853,906177,944284,716367,935764
4100,S01,PJ001,384566,306088,369516,275930,146971,761031,587645,200009,925330,671603,312766,876005
1000,S02,PJ002,519300,906904,320401,190325,839876,658230,786253,592796,824715,523722,619304,646149
2000,D01,PJ003,247289,157027,775415,602428,532800,510348,737234,186533,384930,921729,497637,195579
3000,D02,,363317,534346,458584,603982,859920,191555,340524,582708,694907,282996,618385,739293
4000,S01,PJ001,574422,637918,874755,312270,965784,307917,667269,915928,686245,476954,948718,262935
4100,S02,PJ002,823724,823962,814140,725572,226104,293206,518370,245591,531482,592039,795085,929368
1000,D01,PJ003,905796,732086,560178,994220,955585,362474,447313,503763,323427,756096,189686,395399
2000,D02,,438467,842551,741202,794198,313425,599478,272778,323223,685329,849153,943655,101105
3000,S01,PJ001,589714,420550,622793,271840,540510,620394,676016,850686,982529,790642,519112,528956
4000,S02,PJ002,717144,463386,889038,398498,225652,255852,903397,853909,567762,814548,335610,121959
4100,D01,PJ003,401443,312069,851489,872591,572352,256281,671315,223669,291517,954802,400960,314503
1000,D02,,136896,809367,305572,659223,331312,472430,411428,262075,629184,768290,431110,731351
2000,S01,PJ001,578815,836821,566617,349648,288370,905159,103056,405579,402290,494132,364928,680947
3000,S02,PJ002,665482,804602,222883,610920,412297,842324,199319,492782,702568,439197,896780,727684
4000,D01,PJ003,667656,837242,295758,672285,277239,813285,733480,291992,397057,797798,594490,186527
4100,D02,,708030,649624,230865,203714,245843,921418,598927,775748,966702,464741,273326,568194
1000,S01,PJ001,193384,889000,227032,411563,427533,880869,208596,212226,636308,492397,764497,100672
2000,S02,PJ002,746114,837832,518222,850400,460283,160187,826472,748912,779519,464460,840759,917218
3000,D01,PJ003,200095,409452,683236,330581,610494,752810,788110,525260,795442,873874,303023,704262
4000,D02,,312984,750184,697519,490168,122506,521166,814677,742112,496740,420507,850062,786523
4100,S01,PJ001,392235,498007,388039,197123,781967,297913,466973,164044,804568,634102,163722,198860
1000,S02,PJ002,763513,666664,684765,704780,980476,227458,551368,512711,686962,320116,858275,293421
2000,D01,PJ003,626247,167150,412957,192139,107646,616732,570023,176386,896196,186230,823544,752973
3000,D02,,663795,896222,464733,356049,689642,702194,421970,403599,115183,657380,768475,677689
4000,S01,PJ001,635267,575963,871255,553542,197604,707727,948470,156262,848575,583942,442903,935703
4100,S02,PJ002,756582,566317,989725,982011,306055,242647,173028,548624,806989,533584,849453,433957
1000,D01,PJ003,906734,441125,916058,995359,188585,256668,640042,129609,997179,294177,344855,458252
2000,D02,,896315,594922,579729,226879,383942,927987,418475,740338,260038,950719,412590,281238
3000,S01,PJ001,266204,923972,223618,358425,212367,744635,490279,428353,104434,444490,684305,905235
4000,S02,PJ002,405062,969035,222146,509243,232187,100367,555665,315096,446358,411950,823874,843883
4100,D01,PJ003,533356,916936,383888,353928,176508,197368,374133,843370,757242,752836,797951,468090
1000,D02,,336554,756107,950947,754096,898092,133015,956729,612683,128140,841937,912726,552050
2000,S01,PJ001,710659,238373,601806,551136,603004,454988,107251,213050,365429,665167,855516,987414
3000,S02,PJ002,282947,810592,702385,587706,752138,142943,272685,806615,732055,971024,533623,169984
4000,D01,PJ003,859684,296486,929131,678077,126281,801256,288275,461519,292679,336257,788567,301936
4100,D02,,281329,514136,502318,925202,654040,201018,152540,446425,610147,226625,630224,618363
1000,S01,PJ001,764695,924746,448240,165373,824964,513755,406473,128786,910301,994315,417960,647655
2000,S02,PJ002,779300,877244,409222,846292,517306,917223,283000,502411,751254,458537,719236,529586
3000,D01,PJ003,665318,947170,949977,256010,217975,242254,517956,113856,525814,813343,774716,586416
4000,D02,,538111,731064,999699,778959,360911,445729,761874,826834,776687,878684,430756,194959
4100,S01,PJ001,260121,347122,905229,690382,954908,404362,142244,608045,599996,908010,817318,751389
1000,S02,PJ002,531088,771684,173045,540815,536218,884709,156559,569144,959873,335995,281823,110115
2000,D01,PJ003,847761,302294,354389,122209,815500,246018,832189,784177,169177,903364,443349,488636
3000,D02,,357457,987994,378908,860767,557085,610821,453324,323342,407252,839103,895453,884180
4000,S01,PJ001,570755,394877,252958,618110,314770,619334,507201,534514,612259,529076,465527,667105
4100,S02,PJ002,792516,888920,237457,109007,192952,538603,406546,276622,144423,546990,834260,923164
1000,D01,PJ003,450371,606590,291881,332849,122624,908871,286241,480401,125241,710765,552436,600699
2000,D02,,225769,697968,287266,191698,211772,764485,514034,361575,262155,341356,910113,144265
3000,S01,PJ001,815512,127496,533894,305998,519352,505506,420641,379231,832240,949699,114404,797430
4000,S02,PJ002,934653,496464,857204,176116,150799,693389,186759,550867,708133,762076,301955,192487
4100,D01,PJ003,321757,329922,756117,455712,530816,784994,125648,989050,385622,811177,185100,451193
1000,D02,,385553,251515,373678,639705,591071,778003,349766,253091,250495,768147,723414,312188
2000,S01,PJ001,225101,915200,768893,684116,809016,745111,452159,539982,565220,234565,653863,868241
3000,S02,PJ002,421623,120391,337965,606905,829679,500811,161850,697550,759579,545761,202724,636417
4000,D01,PJ003,182375,248577,507174,389979,371275,524448,436572,235690,813752,581937,671848,558872
4100,D02,,692572,275502,538721,141107,531977,180614,244714,242010,414082,587915,423577,948279
1000,S01,PJ001,816911,310794,349120,497367,543034,921509,677555,811383,289581,146492,554714,284086
2000,S02,PJ002,129180,847281,442023,813496,201045,267354,200853,583591,645654,205858,112509,875298
3000,D01,PJ003,819951,186349,139606,315682,466001,435814,807106,175643,138405,699318,572272,114602
4000,D02,,774611,956632,841120,423916,259834,601269,518670,191932,459686,260860,743606,426525
4100,S01,PJ001,220230,641457,304370,298811,287105,423171,577277,351008,755574,376587,138581,458689
1000,S02,PJ002,787884,915059,220117,959997,348353,470744,627379,237613,238252,665919,241232,124588
2000,D01,PJ003,231473,864572,361909,371370,214405,927147,306992,900951,816006,805724,262323,404803
3000,D02,,224334,391706,413224,126490,639903,871800,403790,361991,508903,393150,657965,106079
4000,S01,PJ001,721882,185608,565830,263723,256862,464371,721388,247974,663797,330648,190543,339469
4100,S02,PJ002,746075,411119,737521,356948,834246,556459,603360,781641,760382,912401,689967,324962
1000,D01,PJ003,537882,708699,641183,742247,870719,248880,701900,755971,539415,150377,778707,704637
2000,D02,,277251,853410,387534,682789,880858,960698,966226,172590,331244,296329,529665,305987
3000,S01,PJ001,852124,698506,700990,859119,983291,677811,969213,870051,940300,183085,792910,287961
4000,S02,PJ002,374479,817391,349758,464125,910793,678988,377695,928744,946246,618200,538901,412042
4100,D01,PJ003,183984,858139,489953,764008,598959,924972,300199,797336,343572,179141,431064,754542
1000,D02,,253032,140764,106834,722589,722138,725813,418987,130756,468863,836455,863792,639309
2000,S01,PJ001,763018,821501,657224,688408,455863,362805,183789,346841,623007,895420,838481,718728
3000,S02,PJ002,716266,891899,800989,777983,488744,279421,825686,373289,194940,948827,563846,121330
4000,D01,PJ003,858983,834333,816154,606470,818684,124769,454616,812704,865954,125120,534451,725266
4100,D02,,116820,815069,472581,829196,719742,891810,833479,540518,356782,954859,358654,319986
1000,S01,PJ001,789815,521656,163838,613741,384070,633923,583216,934592,140466,109475,921129,570189
2000,S02,PJ002,222036,527508,995703,746632,928699,694348,537718,197661,249663,361597,376681,545508
3000,D01,PJ003,653218,557044,442001,574092,201553,288174,478252,193356,806252,566363,285518,808613
4000,D02,,652322,122132,108604,489449,232808,997834,206203,963508,975932,318163,282384,866847
4100,S01,PJ001,401709,988631,652995,946406,808736,139326,653619,743070,435040,125278,709784,832886
1000,S02,PJ002,210195,402552,310943,996822,553135,523713,956474,652711,656271,795619,316456,699718
2000,D01,PJ003,143916,471182,673162,342853,839201,162026,776064,262060,525271,161169,896115,250441
3000,D02,,208452,676285,174192,893711,376208,851645,324126,923379,835214,467563,890522,362357
4000,S01,PJ001,448262,323502,798687,996066,250160,921947,675988,129659,686004,220777,258164,546281
4100,S02,PJ002,788118,658524,595625,927863,359802,568445,136099,324414,321105,381691,340332,316322
1000,D01,PJ003,543298,467452,377998,999907,842676,156566,262195,496133,943639,207853,405258,615546
2000,D02,,828493,102665,182188,126910,925580,459149,839608,961314,219397,874500,280460,346349
3000,S01,PJ001,713002,943289,743693,940886,277689,804111,609993,343300,638631,492380,157822,282277
4000,S02,PJ002,553589,227495,258926,606081,570280,227176,372112,704684,888890,808671,675716,716585
4100,D01,PJ003,532696,365900,738463,876662,565158,175276,875438,583829,180388,596322,729195,223566
1000,D02,,163533,963627,520164,333645,423012,816400,937885,106263,747572,121322,462993,930242
2000,S01,PJ001,273931,211295,618909,676612,523152,956923,789365,117562,148746,491745,666669,261638
3000,S02,PJ002,838697,923371,611764,307943,686106,357970,681181,876688,851726,524734,196414,500834
4000,D01,PJ003,511371,226368,264430,789312,991698,112862,527250,191453,892055,325361,544630,649352
4100,D02,,997934,386364,537769,134531,584967,385729,317566,764819,962391,763027,810636,367765
1000,S01,PJ001,533030,904595,473306,925738,359061,661199,667515,701570,491430,272151,225720,650285
2000,S02,PJ002,451617,596097,365399,290534,786609,534224,987563,145040,349271,766388,191471,365773
3000,D01,PJ003,224836,186172,124943,836617,647507,782799,890830,625914,187558,164819,495611,399700
4000,D02,,756420,762888,970949,186570,176991,752146,724433,327524,294363,992588,493071,686973
4100,S01,PJ001,842354,415893,199172,480724,727665,823255,130771,814497,781397,905197,370662,720817
1000,S02,PJ002,594909,126552,885895,454920,121618,875945,638121,477253,949698,654048,185425,679321
2000,D01,PJ003,892592,807499,709377,995449,557900,232865,337295,800029,653992,996528,814567,770676
3000,D02,,698179,686921,247583,728648,623544,629008,202685,147941,406131,120278,159090,933404
4000,S01,PJ001,270260,250449,358749,268553,577841,911798,690274,560883,754731,256994,950194,376676
4100,S02,PJ002,587567,350659,315435,317418,371381,857311,624484,151065,390181,336147,858050,529786
1000,D01,PJ003,483604,424248,964368,665893,730005,213543,377058,142309,871700,357043,296543,848888
2000,D02,,583256,316276,227150,168603,454860,333650,476461,552244,494116,857469,384803,197849
3000,S01,PJ001,896297,960382,428798,790370,379894,830195,558543,350316,523863,378055,704509,214291
4000,S02,PJ002,539376,933948,964278,923142,459722,484729,260668,191144,428189,420828,730124,504554
4100,D01,PJ003,924962,864998,917074,571609,705323,894445,684182,883797,820947,831324,471956,266242
1000,D02,,522752,583997,853747,875329,580019,370681,977942,426190,109212,392689,826059,863821
2000,S01,PJ001,527720,451591,408346,437417,655785,608369,446144,918502,427424,717579,541027,321336
3000,S02,PJ002,970695,286344,351607,749462,128879,559331,246578,367753,697934,660698,589921,820594
4000,D01,PJ003,110192,311089,514922,322005,764084,813390,641656,258434,925747,208046,879430,162210
4100,D02,,625115,194280,786068,998817,926568,351933,611584,425312,135767,767747,161992,976007
1000,S01,PJ001,925469,754698,391379,117611,556347,377920,884807,706360,965861,442376,761324,154734
2000,S02,PJ002,649436,821854,815347,144710,248545,273273,532565,538198,441268,985412,876681,825409
3000,D01,PJ003,917672,742316,230025,812796,545227,466359,148362,329329,203085,623463,816460,378106
4000,D02,,422723,163008,862479,883769,411315,902792,421901,690768,692987,518568,377002,292674
4100,S01,PJ001,376724,956547,299886,240432,752343,485282,355229,654669,827296,165531,519064,265170
1000,S02,PJ002,537357,418499,931732,316117,262558,450395,796099,315209,744430,170271,244824,667043
2000,D01,PJ003,634007,960542,474504,169915,141125,949251,471481,980550,435488,733509,910126,456790
3000,D02,,211073,700758,251108,987214,131112,263541,329648,367290,340346,955812,515690,957918
4000,S01,PJ001,783953,868336,119697,948811,630683,221110,773819,886753,938368,774129,325119,967471
4100,S02,PJ002,575997,924652,881910,714424,521971,268999,333883,513215,550044,291942,453513,875421
1000,D01,PJ003,306486,325605,519147,269047,796898,952108,359945,391795,228377,325848,419910,537356
2000,D02,,559970,511969,408948,850670,562459,107106,294312,480502,255767,953379,626340,320252
3000,S01,PJ001,485739,753007,944221,175533,260988,490023,874482,631772,488862,494053,902409,571291
4000,S02,PJ002,166459,484168,492241,282015,539434,331508,247384,119435,294712,574453,715187,452413
4100,D01,PJ003,436751,846538,115730,964467,317480,570102,918641,239695,409232,396808,766525,935332
1000,D02,,347723,687405,344086,895250,193471,901691,393251,537071,923200,790652,891109,791375
2000,S01,PJ001,101053,882194,384358,244574,906690,842327,337248,663635,866670,546110,795085,221485
3000,S02,PJ002,553670,900073,971565,200246,183944,259704,236950,219408,661054,178319,909870,638125
4000,D01,PJ003,765918,736586,814751,646667,722121,269955,779891,200469,763252,778593,547632,639836
4100,D02,,672139,241631,551528,417447,247084,352378,626896,157198,258146,787436,330933,487913
